Unnamed: 0,Datetime,pv,load,dc_power,poa_irradiance,Global_active_power,Voltage,Global_intensity,Sub_metering_3
67,1/22/2010 3:45,0.0,0.318666667,0.0,0.0,0.318666667,241.0653333,1.453333333,0.666666667
68,1/22/2010 4:00,0.0,0.3516,0.0,0.0,0.3516,241.37,1.626666667,0.666666667
69,1/22/2010 4:15,0.0,0.2616,0.0,0.0,0.2616,243.984,1.173333333,0.666666667
70,1/22/2010 4:30,0.0,0.312933333,0.0,0.0,0.312933333,244.3633333,1.4,0.666666667
71,1/22/2010 4:45,0.0,0.361333333,0.0,0.0,0.361333333,242.088,1.64,0.666666667
72,1/22/2010 5:00,0.0,0.308133333,0.0,0.0,0.308133333,241.9086667,1.386666667,0.666666667
73,1/22/2010 5:15,0.0,0.3884,0.0,0.0,0.3884,241.76,1.8,0.666666667
74,1/22/2010 5:30,0.0,0.417333333,0.0,0.0,0.417333333,243.1673333,1.946666667,0.666666667
75,1/22/2010 5:45,0.0,0.3508,0.0,0.0,0.3508,243.3793333,1.573333333,0.666666667
76,1/22/2010 6:00,0.0,0.385866667,0.0,0.0,0.385866667,244.592,1.773333333,0.666666667
77,1/22/2010 6:15,0.0,0.661333333,0.0,0.0,0.661333333,243.2773333,2.92,3.933333333
78,1/22/2010 6:30,0.0,2.0676,0.0,0.0,2.0676,241.5886667,8.6,18.66666667
79,1/22/2010 6:45,0.003266667,2.773333333,0.003266667,0.0,2.773333333,240.248,11.62666667,19.6
80,1/22/2010 7:00,0.084266667,2.0196,0.084266667,0.611,2.0196,240.07,8.373333333,20.2
81,1/22/2010 7:15,2.783466667,1.899066667,2.783466667,2.7444,1.899066667,238.9586667,7.906666667,18.2
82,1/22/2010 7:30,7.042933333,1.6708,7.042933333,8.375333333,1.6708,239.9633333,6.906666667,18.26666667
83,1/22/2010 7:45,7.8802,1.6408,7.8802,16.02866667,1.6408,240.4306667,6.773333333,18.4
84,1/22/2010 8:00,42.76486667,1.717866667,42.76486667,27.67533333,1.717866667,238.832,7.093333333,18.13333333
85,1/22/2010 8:15,54.82533333,2.104533333,54.82533333,30.04733333,2.104533333,239.6146667,8.773333333,21.86666667
86,1/22/2010 8:30,89.586,1.872933333,89.586,45.63466667,1.872933333,243.4033333,7.693333333,18.86666667
87,1/22/2010 8:45,155.1133333,1.826,155.1133333,73.99066667,1.826,243.2913333,7.453333333,18.8
88,1/22/2010 9:00,199.1666667,1.8868,199.1666667,91.832,1.8868,242.3433333,7.72,18.66666667
89,1/22/2010 9:15,250.5866667,2.008133333,250.5866667,113.3733333,2.008133333,242.476,8.24,18.66666667
90,1/22/2010 9:30,278.9066667,1.795733333,278.9066667,124.0113333,1.795733333,242.438,7.32,18.73333333
91,1/22/2010 9:45,190.6866667,1.8492,190.6866667,86.55666667,1.8492,241.9006667,7.573333333,18.6
92,1/22/2010 10:00,818.0266667,1.389733333,818.0266667,377.06,1.389733333,242.314,5.68,18.66666667
93,1/22/2010 10:15,1619.333333,1.3236,1619.333333,781.32,1.3236,242.276,5.4,18.6
94,1/22/2010 10:30,1367.133333,1.424666667,1367.133333,683.42,1.424666667,241.1793333,5.88,18.53333333
95,1/22/2010 10:45,1400.533333,1.3628,1400.533333,702.22,1.3628,239.6466667,5.666666667,18.26666667
96,1/22/2010 11:00,1514.066667,1.2828,1514.066667,727.16,1.2828,238.612,5.266666667,18.06666667
97,1/22/2010 11:15,1624.133333,1.383066667,1624.133333,740.7266667,1.383066667,239.2413333,5.706666667,18.2
98,1/22/2010 11:30,1700.333333,1.3892,1700.333333,754.9133333,1.3892,240.5446667,5.746666667,18.4
99,1/22/2010 11:45,1760.2,1.333333333,1760.2,761.0,1.333333333,242.246,5.453333333,18.66666667
100,1/22/2010 12:00,1815.066667,1.4712,1815.066667,760.2866667,1.4712,241.9546667,6.08,18.6
101,1/22/2010 12:15,1817.333333,1.503466667,1817.333333,760.9666667,1.503466667,242.3626667,6.226666667,18.66666667
102,1/22/2010 12:30,1812.066667,1.3936,1812.066667,759.5333333,1.3936,242.5633333,5.6,18.66666667
103,1/22/2010 12:45,1768.333333,1.4516,1768.333333,744.7533333,1.4516,243.4306667,5.92,18.86666667
104,1/22/2010 13:00,1162.16,1.512933333,1162.16,485.72,1.512933333,242.0473333,6.253333333,18.6
105,1/22/2010 13:15,936.8,1.1456,936.8,394.2066667,1.1456,241.4473333,4.706666667,14.73333333
106,1/22/2010 13:30,1443.933333,0.3232,1443.933333,613.72,0.3232,243.9013333,1.373333333,0.666666667
107,1/22/2010 13:45,1530.666667,1.144666667,1530.666667,674.6666667,1.144666667,241.7586667,5.2,0.666666667
108,1/22/2010 14:00,1392.0,0.248666667,1392.0,672.4333333,0.248666667,245.4013333,1.013333333,0.666666667
109,1/22/2010 14:15,957.2,0.285733333,957.2,570.3933333,0.285733333,246.0166667,1.16,0.666666667
110,1/22/2010 14:30,864.88,0.355066667,864.88,582.88,0.355066667,246.63,1.52,0.666666667
111,1/22/2010 14:45,514.6266667,0.281333333,514.6266667,521.5,0.281333333,248.1753333,1.173333333,0.733333333
112,1/22/2010 15:00,334.84,1.295866667,334.84,465.4066667,1.295866667,246.112,5.24,17.33333333
113,1/22/2010 15:15,311.18,1.455066667,311.18,397.3533333,1.455066667,244.8993333,5.866666667,19.06666667
114,1/22/2010 15:30,186.5733333,1.380533333,186.5733333,326.94,1.380533333,244.278,5.6,18.93333333
115,1/22/2010 15:45,194.38,1.3804,194.38,293.56,1.3804,243.8566667,5.56,18.86666667
116,1/22/2010 16:00,137.8066667,1.639866667,137.8066667,107.0493333,1.639866667,243.674,6.706666667,18.86666667
117,1/22/2010 16:15,79.70333333,1.105333333,79.70333333,39.332,1.105333333,244.158,4.64,11.06666667
118,1/22/2010 16:30,19.72506667,0.358133333,19.72506667,17.91,0.358133333,245.7946667,1.52,0.733333333
119,1/22/2010 16:45,7.173266667,0.696933333,7.173266667,11.59933333,0.696933333,245.0913333,2.933333333,0.666666667
120,1/22/2010 17:00,3.961666667,1.088666667,3.961666667,3.744266667,1.088666667,242.8,5.053333333,3.733333333
121,1/22/2010 17:15,0.233,0.632666667,0.233,0.661466667,0.632666667,242.7366667,2.6,0.666666667
122,1/22/2010 17:30,0.003133333,0.616666667,0.003133333,0.0,0.616666667,240.2,2.586666667,0.6
123,1/22/2010 17:45,0.0,0.266133333,0.0,0.0,0.266133333,240.6893333,1.133333333,0.666666667
124,1/22/2010 18:00,0.0,0.4812,0.0,0.0,0.4812,240.91,2.04,0.666666667
125,1/22/2010 18:15,0.0,1.6812,0.0,0.0,1.6812,239.5973333,6.973333333,14.86666667
126,1/22/2010 18:30,0.0,2.49,0.0,0.0,2.49,236.9933333,10.4,17.86666667
127,1/22/2010 18:45,0.0,2.668666667,0.0,0.0,2.668666667,237.088,11.24,17.93333333
128,1/22/2010 19:00,0.0,2.344266667,0.0,0.0,2.344266667,236.9113333,9.84,17.8
129,1/22/2010 19:15,0.0,1.378933333,0.0,0.0,1.378933333,238.35,5.746666667,3.6
130,1/22/2010 19:30,0.0,1.753066667,0.0,0.0,1.753066667,239.038,7.56,0.6
131,1/22/2010 19:45,0.0,1.463866667,0.0,0.0,1.463866667,238.9073333,6.253333333,0.666666667
132,1/22/2010 20:00,0.0,1.118933333,0.0,0.0,1.118933333,240.6746667,4.6,0.666666667
133,1/22/2010 20:15,0.0,1.000266667,0.0,0.0,1.000266667,240.446,4.133333333,0.666666667
134,1/22/2010 20:30,0.0,1.292,0.0,0.0,1.292,239.8586667,5.346666667,0.666666667
135,1/22/2010 20:45,0.0,1.115866667,0.0,0.0,1.115866667,239.742,4.64,0.6
136,1/22/2010 21:00,0.0,1.517466667,0.0,0.0,1.517466667,239.6713333,6.493333333,0.666666667
137,1/22/2010 21:15,0.0,1.267733333,0.0,0.0,1.267733333,239.7213333,5.266666667,0.666666667
138,1/22/2010 21:30,0.0,1.226,0.0,0.0,1.226,240.4013333,5.0,0.666666667
139,1/22/2010 21:45,0.0,1.854266667,0.0,0.0,1.854266667,239.4046667,7.813333333,0.6
140,1/22/2010 22:00,0.0,2.076933333,0.0,0.0,2.076933333,240.084,8.573333333,0.666666667
141,1/22/2010 22:15,0.0,2.4888,0.0,0.0,2.4888,241.7726667,10.22666667,17.46666667
142,1/22/2010 22:30,0.0,3.369333333,0.0,0.0,3.369333333,241.532,14.0,19.2
143,1/22/2010 22:45,0.0,3.283333333,0.0,0.0,3.283333333,240.8186667,13.70666667,21.2
144,1/22/2010 23:00,0.0,0.989066667,0.0,0.0,0.989066667,243.652,4.04,4.2
145,1/22/2010 23:15,0.0,0.449466667,0.0,0.0,0.449466667,244.588,1.8,0.666666667
146,1/22/2010 23:30,0.0,0.489333333,0.0,0.0,0.489333333,244.8513333,2.106666667,0.733333333
147,1/22/2010 23:45,0.0,0.827733333,0.0,0.0,0.827733333,243.0666667,3.506666667,0.666666667
148,1/23/2010 0:00,0.0,1.924133333,0.0,0.0,1.924133333,241.4106667,8.013333333,0.6
149,1/23/2010 0:15,0.0,0.336133333,0.0,0.0,0.336133333,242.836,1.386666667,0.666666667
150,1/23/2010 0:30,0.0,0.297333333,0.0,0.0,0.297333333,242.8613333,1.24,0.666666667
151,1/23/2010 0:45,0.0,0.26,0.0,0.0,0.26,241.7766667,1.08,0.666666667
152,1/23/2010 1:00,0.0,0.326933333,0.0,0.0,0.326933333,242.662,1.346666667,0.666666667
153,1/23/2010 1:15,0.0,0.2768,0.0,0.0,0.2768,241.264,1.146666667,0.666666667
154,1/23/2010 1:30,0.0,0.353733333,0.0,0.0,0.353733333,241.418,1.6,0.666666667
155,1/23/2010 1:45,0.0,0.397733333,0.0,0.0,0.397733333,240.952,1.893333333,0.666666667
156,1/23/2010 2:00,0.0,0.338533333,0.0,0.0,0.338533333,242.968,1.533333333,0.666666667
157,1/23/2010 2:15,0.0,0.3652,0.0,0.0,0.3652,243.6406667,1.693333333,0.666666667
158,1/23/2010 2:30,0.0,0.389866667,0.0,0.0,0.389866667,244.2686667,1.853333333,0.666666667
159,1/23/2010 2:45,0.0,0.343866667,0.0,0.0,0.343866667,244.6346667,1.6,0.666666667
160,1/23/2010 3:00,0.0,0.325733333,0.0,0.0,0.325733333,245.41,1.453333333,0.666666667
161,1/23/2010 3:15,0.0,0.3204,0.0,0.0,0.3204,244.8813333,1.293333333,0.666666667
162,1/23/2010 3:30,0.0,0.279333333,0.0,0.0,0.279333333,244.2933333,1.146666667,0.666666667
163,1/23/2010 3:45,0.0,0.271066667,0.0,0.0,0.271066667,244.4026667,1.146666667,0.666666667
164,1/23/2010 4:00,0.0,0.334,0.0,0.0,0.334,245.2153333,1.4,0.733333333
165,1/23/2010 4:15,0.0,0.287066667,0.0,0.0,0.287066667,245.86,1.173333333,0.666666667
166,1/23/2010 4:30,0.0,0.253466667,0.0,0.0,0.253466667,246.6453333,1.026666667,0.666666667
167,1/23/2010 4:45,0.0,0.349866667,0.0,0.0,0.349866667,245.8473333,1.493333333,0.666666667
168,1/23/2010 5:00,0.0,0.294933333,0.0,0.0,0.294933333,246.9146667,1.186666667,0.733333333
169,1/23/2010 5:15,0.0,0.2512,0.0,0.0,0.2512,248.4533333,1.0,0.666666667
170,1/23/2010 5:30,0.0,0.351466667,0.0,0.0,0.351466667,247.14,1.56,0.666666667
171,1/23/2010 5:45,0.0,0.306133333,0.0,0.0,0.306133333,247.6266667,1.213333333,0.733333333
172,1/23/2010 6:00,0.0,0.2536,0.0,0.0,0.2536,247.098,1.0,0.666666667
173,1/23/2010 6:15,0.0,1.4432,0.0,0.0,1.4432,245.7893333,5.826666667,19.06666667
174,1/23/2010 6:30,0.0,1.464666667,0.0,0.0,1.464666667,246.232,5.853333333,19.26666667
175,1/23/2010 6:45,0.006666667,1.656666667,0.006666667,0.058066667,1.656666667,245.2353333,6.76,22.13333333
176,1/23/2010 7:00,1.160333333,1.724,1.160333333,2.253933333,1.724,243.2386667,6.973333333,18.8
177,1/23/2010 7:15,6.001733333,3.378142857,6.001733333,9.3924,3.378142857,240.4307143,14.28571429,18.35714286
178,1/23/2010 7:30,31.36946667,2.464933333,31.36946667,27.92466667,2.464933333,242.7626667,10.17333333,18.73333333
179,1/23/2010 7:45,93.3,2.734133333,93.3,117.614,2.734133333,241.066,11.32,18.46666667
180,1/23/2010 8:00,149.8933333,2.477333333,149.8933333,152.1853333,2.477333333,240.0066667,10.42666667,21.66666667
181,1/23/2010 8:15,265.2666667,2.861066667,265.2666667,185.18,2.861066667,238.6213333,12.05333333,18.13333333
182,1/23/2010 8:30,308.8466667,2.449066667,308.8466667,137.0,2.449066667,241.5273333,10.26666667,18.53333333
183,1/23/2010 8:45,233.6333333,1.920133333,233.6333333,111.8666667,1.920133333,241.4053333,7.96,18.53333333
184,1/23/2010 9:00,272.7,1.749333333,272.7,127.7133333,1.749333333,237.444,7.346666667,17.93333333
185,1/23/2010 9:15,294.1133333,1.762,294.1133333,135.5933333,1.762,237.914,7.386666667,18.0
186,1/23/2010 9:30,337.8266667,1.81,337.8266667,153.0066667,1.81,237.466,7.613333333,17.93333333
187,1/23/2010 9:45,397.68,1.695466667,397.68,177.3133333,1.695466667,238.86,7.013333333,18.13333333
188,1/23/2010 10:00,476.1466667,1.8112,476.1466667,210.52,1.8112,239.2166667,7.586666667,18.2
189,1/23/2010 10:15,607.46,1.7928,607.46,265.9266667,1.7928,240.962,7.386666667,18.46666667
190,1/23/2010 10:30,662.6266667,2.163733333,662.6266667,290.4066667,2.163733333,240.15,9.0,18.33333333
191,1/23/2010 10:45,704.3666667,2.3816,704.3666667,309.3066667,2.3816,239.9893333,9.906666667,18.26666667
192,1/23/2010 11:00,700.4333333,2.323066667,700.4333333,304.2266667,2.323066667,240.4266667,9.6,18.4
193,1/23/2010 11:15,891.2466667,3.6936,891.2466667,383.0133333,3.6936,236.7753333,16.08,17.8
194,1/23/2010 11:30,1021.333333,2.451733333,1021.333333,433.92,2.451733333,239.2326667,11.2,18.2
195,1/23/2010 11:45,783.9,2.027066667,783.9,332.26,2.027066667,239.3526667,9.013333333,18.2
196,1/23/2010 12:00,1044.706667,2.527466667,1044.706667,438.82,2.527466667,238.412,10.73333333,18.06666667
197,1/23/2010 12:15,830.8,1.740266667,830.8,346.16,1.740266667,239.9146667,7.266666667,18.33333333
198,1/23/2010 12:30,876.42,1.937466667,876.42,364.7933333,1.937466667,239.196,8.146666667,18.2
199,1/23/2010 12:45,1215.686667,1.944,1215.686667,513.6266667,1.944,239.4313333,8.16,18.2
200,1/23/2010 13:00,1872.6,1.954933333,1872.6,793.5,1.954933333,240.7713333,8.146666667,18.4
201,1/23/2010 13:15,883.4466667,2.123866667,883.4466667,369.68,2.123866667,241.0913333,8.866666667,18.53333333
202,1/23/2010 13:30,795.0066667,2.110933333,795.0066667,341.3466667,2.110933333,238.0166667,8.946666667,18.0
203,1/23/2010 13:45,560.0333333,1.171466667,560.0333333,246.7533333,1.171466667,238.6866667,5.16,5.266666667
204,1/23/2010 14:00,463.2066667,0.8688,463.2066667,208.78,0.8688,237.756,3.853333333,0.666666667
205,1/23/2010 14:15,384.2666667,0.7492,384.2666667,176.84,0.7492,240.4906667,3.373333333,0.666666667
206,1/23/2010 14:30,326.12,0.763333333,326.12,152.1266667,0.763333333,240.9066667,3.386666667,0.6
207,1/23/2010 14:45,294.6466667,0.799066667,294.6466667,145.16,0.799066667,241.902,3.626666667,0.666666667
208,1/23/2010 15:00,338.18,0.803866667,338.18,206.9733333,0.803866667,241.6446667,3.613333333,0.666666667
209,1/23/2010 15:15,504.46,1.051066667,504.46,439.14,1.051066667,242.7366667,4.746666667,0.666666667
210,1/23/2010 15:30,403.94,0.939333333,403.94,402.4666667,0.939333333,242.7826667,4.213333333,0.666666667
211,1/23/2010 15:45,326.68,0.7768,326.68,250.6066667,0.7768,242.0913333,3.36,0.666666667
212,1/23/2010 16:00,217.4266667,0.7472,217.4266667,121.5866667,0.7472,242.3773333,3.146666667,0.666666667
213,1/23/2010 16:15,127.0,0.9468,127.0,68.01933333,0.9468,242.972,4.12,0.666666667
214,1/23/2010 16:30,60.182,1.855733333,60.182,39.554,1.855733333,241.402,7.733333333,16.86666667
215,1/23/2010 16:45,12.01906667,1.7296,12.01906667,14.884,1.7296,241.7573333,7.093333333,18.6
216,1/23/2010 17:00,5.1626,2.066266667,5.1626,7.324666667,2.066266667,239.828,8.653333333,18.26666667
217,1/23/2010 17:15,0.2474,1.640933333,0.2474,0.838866667,1.640933333,240.4113333,6.813333333,11.13333333
218,1/23/2010 17:30,0.003733333,1.075333333,0.003733333,0.0,1.075333333,240.2226667,4.44,0.666666667
219,1/23/2010 17:45,0.0,2.109866667,0.0,0.0,2.109866667,239.5313333,8.786666667,0.666666667
220,1/23/2010 18:00,0.0,5.847733333,0.0,0.0,5.847733333,233.9253333,25.09333333,0.6
221,1/23/2010 18:15,0.0,5.780266667,0.0,0.0,5.780266667,233.6313333,24.74666667,13.53333333
222,1/23/2010 18:30,0.0,5.479866667,0.0,0.0,5.479866667,235.0213333,23.45333333,21.33333333
223,1/23/2010 18:45,0.0,3.954266667,0.0,0.0,3.954266667,236.016,16.92,17.73333333
224,1/23/2010 19:00,0.0,3.039066667,0.0,0.0,3.039066667,236.2906667,12.90666667,17.8
225,1/23/2010 19:15,0.0,3.7636,0.0,0.0,3.7636,236.6946667,15.94666667,17.8
226,1/23/2010 19:30,0.0,4.249866667,0.0,0.0,4.249866667,235.5646667,18.41333333,17.66666667
227,1/23/2010 19:45,0.0,3.400266667,0.0,0.0,3.400266667,237.5266667,14.46666667,17.93333333
228,1/23/2010 20:00,0.0,2.762,0.0,0.0,2.762,238.424,11.6,18.06666667
229,1/23/2010 20:15,0.0,2.677066667,0.0,0.0,2.677066667,238.832,11.2,18.13333333
230,1/23/2010 20:30,0.0,2.812666667,0.0,0.0,2.812666667,238.2906667,11.76,18.06666667
231,1/23/2010 20:45,0.0,2.7816,0.0,0.0,2.7816,237.5953333,11.66666667,21.33333333
232,1/23/2010 21:00,0.0,2.5716,0.0,0.0,2.5716,238.2593333,10.72,18.0
233,1/23/2010 21:15,0.0,3.272533333,0.0,0.0,3.272533333,236.6493333,13.82666667,17.8
234,1/23/2010 21:30,0.0,3.914933333,0.0,0.0,3.914933333,235.608,16.54666667,17.66666667
235,1/23/2010 21:45,0.0,2.512266667,0.0,0.0,2.512266667,236.4586667,10.52,17.8
236,1/23/2010 22:00,0.0,2.183733333,0.0,0.0,2.183733333,235.3313333,9.213333333,17.6
237,1/23/2010 22:15,0.0,3.659066667,0.0,0.0,3.659066667,237.5406667,15.46666667,18.0
238,1/23/2010 22:30,0.0,4.488533333,0.0,0.0,4.488533333,234.8133333,19.05333333,17.53333333
239,1/23/2010 22:45,0.0,4.726133333,0.0,0.0,4.726133333,236.5513333,20.01333333,17.8
240,1/23/2010 23:00,0.0,1.649466667,0.0,0.0,1.649466667,242.2046667,6.76,18.6
241,1/23/2010 23:15,0.0,1.496933333,0.0,0.0,1.496933333,241.9586667,6.133333333,18.6
242,1/23/2010 23:30,0.0,1.526666667,0.0,0.0,1.526666667,243.1546667,6.24,18.8
243,1/23/2010 23:45,0.0,1.418666667,0.0,0.0,1.418666667,244.236,5.746666667,18.93333333
244,1/24/2010 0:00,0.0,1.551866667,0.0,0.0,1.551866667,244.1786667,6.266666667,18.93333333
245,1/24/2010 0:15,0.0,1.538933333,0.0,0.0,1.538933333,244.292,6.253333333,18.93333333
246,1/24/2010 0:30,0.0,1.395066667,0.0,0.0,1.395066667,243.5153333,5.64,18.86666667
247,1/24/2010 0:45,0.0,0.588933333,0.0,0.0,0.588933333,242.8713333,2.533333333,3.6
248,1/24/2010 1:00,0.0,0.5112,0.0,0.0,0.5112,242.784,2.333333333,0.666666667
249,1/24/2010 1:15,0.0,0.373333333,0.0,0.0,0.373333333,243.6406667,1.52,0.666666667
250,1/24/2010 1:30,0.0,0.4136,0.0,0.0,0.4136,243.864,1.773333333,0.666666667
251,1/24/2010 1:45,0.0,0.494,0.0,0.0,0.494,243.9646667,2.24,0.666666667
252,1/24/2010 2:00,0.0,0.355466667,0.0,0.0,0.355466667,246.0686667,1.44,0.666666667
253,1/24/2010 2:15,0.0,0.388266667,0.0,0.0,0.388266667,246.6693333,1.64,0.733333333
254,1/24/2010 2:30,0.0,0.3736,0.0,0.0,0.3736,246.8213333,1.6,0.666666667
255,1/24/2010 2:45,0.0,0.295866667,0.0,0.0,0.295866667,247.2786667,1.16,0.666666667
